sampleID	run	forwardReads	reverseReads
s0931	2021_01_06	data/raw/fetch-reads/fastq/ERX5783242_ERR6146418_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783242_ERR6146418_2.fastq.gz
s0932	2021_01_20	data/raw/fetch-reads/fastq/ERX5783243_ERR6146419_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783243_ERR6146419_2.fastq.gz
s0942	2021_01_28	data/raw/fetch-reads/fastq/ERX5783244_ERR6146420_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783244_ERR6146420_2.fastq.gz
s0950	2021_01_06	data/raw/fetch-reads/fastq/ERX5783245_ERR6146421_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783245_ERR6146421_2.fastq.gz
s0951	2021_01_06	data/raw/fetch-reads/fastq/ERX5783246_ERR6146422_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783246_ERR6146422_2.fastq.gz
s0952	2021_01_06	data/raw/fetch-reads/fastq/ERX5783247_ERR6146423_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783247_ERR6146423_2.fastq.gz
s0953	2021_01_06	data/raw/fetch-reads/fastq/ERX5783248_ERR6146424_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783248_ERR6146424_2.fastq.gz
s0954	2021_01_06	data/raw/fetch-reads/fastq/ERX5783249_ERR6146425_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783249_ERR6146425_2.fastq.gz
s0955	2021_01_06	data/raw/fetch-reads/fastq/ERX5783250_ERR6146426_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783250_ERR6146426_2.fastq.gz
s0956	2021_01_06	data/raw/fetch-reads/fastq/ERX5783251_ERR6146427_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783251_ERR6146427_2.fastq.gz
s0957	2021_01_06	data/raw/fetch-reads/fastq/ERX5783252_ERR6146428_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783252_ERR6146428_2.fastq.gz
s0958	2021_01_06	data/raw/fetch-reads/fastq/ERX5783253_ERR6146429_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783253_ERR6146429_2.fastq.gz
s0959	2021_01_06	data/raw/fetch-reads/fastq/ERX5783254_ERR6146430_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783254_ERR6146430_2.fastq.gz
s0960	2021_01_06	data/raw/fetch-reads/fastq/ERX5783255_ERR6146431_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783255_ERR6146431_2.fastq.gz
s0961	2022_02_17	data/raw/fetch-reads/fastq/ERX11774131_ERR12398068_1.fastq.gz	data/raw/fetch-reads/fastq/ERX11774131_ERR12398068_2.fastq.gz
s0962	2021_01_06	data/raw/fetch-reads/fastq/ERX5783257_ERR6146433_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783257_ERR6146433_2.fastq.gz
s0963	2021_01_06	data/raw/fetch-reads/fastq/ERX5783258_ERR6146434_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783258_ERR6146434_2.fastq.gz
s0964	2021_01_06	data/raw/fetch-reads/fastq/ERX5783259_ERR6146435_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783259_ERR6146435_2.fastq.gz
s0965	2021_01_06	data/raw/fetch-reads/fastq/ERX5783260_ERR6146436_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783260_ERR6146436_2.fastq.gz
s0966	2021_01_20	data/raw/fetch-reads/fastq/ERX5783261_ERR6146437_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783261_ERR6146437_2.fastq.gz
s0967	2021_01_06	data/raw/fetch-reads/fastq/ERX5783262_ERR6146438_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783262_ERR6146438_2.fastq.gz
s0968	2021_01_20	data/raw/fetch-reads/fastq/ERX5783263_ERR6146439_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783263_ERR6146439_2.fastq.gz
s0969	2021_01_20	data/raw/fetch-reads/fastq/ERX5783264_ERR6146440_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783264_ERR6146440_2.fastq.gz
s0970	2021_01_20	data/raw/fetch-reads/fastq/ERX5783265_ERR6146441_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783265_ERR6146441_2.fastq.gz
s0971	2021_01_20	data/raw/fetch-reads/fastq/ERX5783266_ERR6146442_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783266_ERR6146442_2.fastq.gz
s0972	2021_01_20	data/raw/fetch-reads/fastq/ERX5783267_ERR6146443_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783267_ERR6146443_2.fastq.gz
s0973	2021_01_20	data/raw/fetch-reads/fastq/ERX5783268_ERR6146444_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783268_ERR6146444_2.fastq.gz
s0974	2021_01_20	data/raw/fetch-reads/fastq/ERX5783269_ERR6146445_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783269_ERR6146445_2.fastq.gz
s0975	2021_01_20	data/raw/fetch-reads/fastq/ERX5783270_ERR6146446_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783270_ERR6146446_2.fastq.gz
